"","x"
"1","Cam"
"2","Cam"
"3","Sema1a"
"4","Sema1a"
"5","Pal1"
"6","Cp1"
"7","Ir25a"
"8","Cam"
"9","Cam"
"10","Pka-C1"
"11","Pka-C1"
"12","TkR99D"
"13","brat"
"14","Appl"
"15","Catsup"
"16","312"
"17","SH3PX1"
"18","orb2"
"19","orb2"
"20","Pal2"
"21","sn"
"22","sn"
"23","Calx"
"24","Calx"
"25","EcR"
"26","Vmat"
"27","Bace"
"28","Vmat"
"29","Cp1"
